national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description
67,I,Machoke,Goriky,fighting,,Superpower Pokémon,75.49,24.51,1.5,70.5,90,5120,80,100,70,50,60,45,Guts,No Guard,,Steadfast,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Machop,Level ,Machoke,Trade,Machamp,,,,,,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions."
68,I,Machamp,Kairiky,fighting,,Superpower Pokémon,75.49,24.51,1.6,130,45,5120,90,130,80,65,85,55,Guts,No Guard,,Steadfast,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Machop,Level ,Machoke,Trade,Machamp,,,Gigantamax Machamp,,,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.
69,I,Bellsprout,Madatsubomi,grass,poison,Flower Pokémon,50,50,0.7,4,255,5120,50,75,35,70,30,40,Chlorophyll,,,Gluttony,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.
70,I,Weepinbell,Utsudon,grass,poison,Flycatcher Pokémon,50,50,1,6.4,120,5120,65,90,50,85,45,55,Chlorophyll,,,Gluttony,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids."
71,I,Victreebel,Utsubot,grass,poison,Flycatcher Pokémon,50,50,1.7,15.5,45,5120,80,105,65,100,70,70,Chlorophyll,,,Gluttony,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all."
72,I,Tentacool,Menokurage,water,poison,Jellyfish Pokémon,50.2,49.8,0.9,45.5,190,5120,40,40,35,50,100,70,Clear Body,Liquid Ooze,,Rain Dish,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Tentacool,Level ,Tentacruel,,,,,,,,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.
73,I,Tentacruel,Dokukurage,water,poison,Jellyfish Pokémon,50.2,49.8,1.6,55,60,5120,80,70,65,80,120,100,Clear Body,Liquid Ooze,,Rain Dish,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Tentacool,Level ,Tentacruel,,,,,,,,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves."
74,I,Geodude,Isitsubute,rock,ground,Rock Pokémon,50,50,0.4,20,255,3840,40,80,100,30,30,20,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry."
75,I,Graveler,Golone,rock,ground,Rock Pokémon,50,50,1,105,120,3840,55,95,115,45,45,35,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid."
76,I,Golem,Golonya,rock,ground,Megaton Pokémon,50,50,1.4,300,45,3840,80,120,130,55,65,45,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air."
77,I,Ponyta,Ponyta,fire,psychic,Fire Horse Pokémon,50.2,49.8,1,30,190,5120,50,85,55,65,65,90,Run Away,Flash Fire,,Flame Body,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Ponyta,Level,Rapidash,,,,,,,,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger."
78,I,Rapidash,Gallop,fire,psychic,Fire Horse Pokémon,50.2,49.8,1.7,95,60,5120,65,100,70,80,80,105,Run Away,Flash Fire,,Flame Body,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Ponyta,Level,Rapidash,,,,,,,,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind."
79,I,Slowpoke,Yadon,water,psychic,Dopey Pokémon,50.2,49.8,1.2,36,190,5120,90,65,65,40,40,15,Oblivious,Own Tempo,,Regenerator,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,0,0,Slowpoke,Level,Slowbro,Trade with  King's Rock,Slowking,Slowpoke,Use Galarica Cuff,,,,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either."
80,I,Slowbro,Yadoran,water,psychic,Hermit Crab Pokémon,50.2,49.8,1.6,78.5,75,5120,95,75,110,100,80,30,Oblivious,Own Tempo,,Regenerator,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,0,0,Slowpoke,Level,Slowbro,Trade with  King's Rock,Slowking,Slowpoke,Use Galarica Cuff,,Mega Slowbro,,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.
81,I,Magnemite,Coil,electric,steel,Magnet Pokémon,,,0.3,6,190,5120,25,35,70,95,55,45,Magnet Pull,Sturdy,,Analytic,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,0,0,Magnemite,Level ,Magneton,Use Thunder Stone,Magnezone,,,,,,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again."
82,I,Magneton,Rarecoil,electric,steel,Magnet Pokémon,,,1,60,60,5120,50,60,95,120,70,70,Magnet Pull,Sturdy,,Analytic,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0,0,0,Magnemite,Level ,Magneton,Use Thunder Stone,Magnezone,,,,,,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.
83,I,Farfetch'd,Kamonegi,normal,flying,Wild Duck Pokémon,50.2,49.8,0.8,15,45,5120,52,90,55,58,62,60,Keen Eye,Inner Focus,,Defiant,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Farfetch'd,Get 3 Critical Hits in one battle,Sirfetch'd,,,,,,,,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food."
84,I,Doduo,Dodo,normal,flying,Twin Bird Pokémon,50,50,1.4,39.2,190,5120,35,85,45,35,35,75,Run Away,Early Bird,,Tangled Feet,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Doduo,Level ,Dodrio,,,,,,,,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs."
85,I,Dodrio,Dodorio,normal,flying,Triple Bird Pokémon,50,50,1.8,85.2,45,5120,60,110,70,60,60,110,Run Away,Early Bird,,Tangled Feet,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Doduo,Level ,Dodrio,,,,,,,,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.
86,I,Seel,Pawou,water,,Sea Lion Pokémon,50,50,1.1,90,190,5120,65,45,55,45,70,45,Thick Fat,Hydration,,Ice Body,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Seel,Level ,Dewgong,,,,,,,,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.
87,I,Dewgong,Jugon,water,ice,Sea Lion Pokémon,50,50,1.7,120,75,5120,90,70,80,70,95,70,Thick Fat,Hydration,,Ice Body,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,0,0,Seel,Level ,Dewgong,,,,,,,,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
88,I,Grimer,Betbeter,poison,poison,Sludge Pokémon,50,50,0.9,30,190,5120,80,80,50,40,50,25,Stench,Sticky Hold,,Poison Touch,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Grimer,Level,Muk,,,,,,,,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.
89,I,Muk,Betbeton,poison,poison,Sludge Pokémon,50,50,1.2,30,75,5120,105,105,75,65,100,50,Stench,Sticky Hold,,Poison Touch,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Grimer,Level,Muk,,,,,,,,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell."
90,I,Shellder,Shellder,water,,Bivalve Pokémon,50.2,49.8,0.3,4,190,5120,30,65,100,45,25,40,Shell Armor,Skill Link,,Overcoat,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Shellder,Use Water Stone,Cloyster,,,,,,,,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.
91,I,Cloyster,Parshen,water,ice,Bivalve Pokémon,50.2,49.8,1.5,132.5,60,5120,50,95,180,85,45,70,Shell Armor,Skill Link,,Overcoat,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,0,0,Shellder,Use Water Stone,Cloyster,,,,,,,,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking."
92,I,Gastly,Ghos,ghost,poison,Gas Pokémon,50.2,49.8,1.3,0.1,190,5120,30,35,30,100,35,80,Levitate,,,,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,,,,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
93,I,Haunter,Ghost,ghost,poison,Gas Pokémon,50.2,49.8,1.6,0.1,90,5120,45,50,45,115,55,95,Levitate,,,,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,,,,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes."
94,I,Gengar,Gangar,ghost,poison,Shadow Pokémon,50.2,49.8,1.5,40.5,45,5120,60,65,60,130,75,110,Cursed Body,,,,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,Gigantamax Gengar,Mega Gengar,,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing."
95,I,Onix,Iwark,rock,ground,Rock Snake Pokémon,50.2,49.8,8.8,210,45,6400,35,45,160,30,45,70,Rock Head,Sturdy,,Weak Armor,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Onix,Trade with  Metal Coat,Steelix,,,,,,,,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid."
96,I,Drowzee,Sleepe,psychic,,Hypnosis Pokémon,50,50,1,32.4,190,5120,60,48,45,43,90,42,Insomnia,Forewarn,,Inner Focus,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Drowzee,Level ,Hypno,,,,,,,,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past."
97,I,Hypno,Sleeper,psychic,,Hypnosis Pokémon,50,50,1.6,75.6,75,5120,85,73,70,73,115,67,Insomnia,Forewarn,,Inner Focus,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Drowzee,Level ,Hypno,,,,,,,,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.
98,I,Krabby,Crab,water,,River Crab Pokémon,50.2,49.8,0.4,6.5,225,5120,30,105,90,25,25,50,Hyper Cutter,Shell Armor,,Sheer Force,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Krabby,Level ,Kingler,,,,,,,,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
99,I,Kingler,Kingler,water,,Pincer Pokémon,50.2,49.8,1.3,60,60,5120,55,130,115,50,50,75,Hyper Cutter,Shell Armor,,Sheer Force,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Krabby,Level ,Kingler,,,,,Gigantamax Kingler,,,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
100,I,Voltorb,Biriridama,electric,,Ball Pokémon,,,0.5,10.4,190,5120,40,30,50,55,55,100,Soundproof,Static,,Aftermath,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Voltorb,Level ,Electrode,,,,,,,,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.
101,I,Electrode,Marumine,electric,,Ball Pokémon,,,1.2,66.6,60,5120,60,50,70,80,80,150,Soundproof,Static,,Aftermath,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Voltorb,Level ,Electrode,,,,,,,,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
102,I,Exeggcute,Tamatama,grass,psychic,Egg Pokémon,50.2,49.8,0.4,2.5,90,5120,60,40,80,60,45,40,Chlorophyll,,,Harvest,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0,0,0,Exeggcute,Use Leaf Stone,Exeggutor,,,,,,,,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently."
103,I,Exeggutor,Nassy,grass,psychic,Coconut Pokémon,50.2,49.8,2,120,45,5120,95,95,85,125,75,55,Chlorophyll,,,Frisk- Harvest,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,0,0,0,Exeggcute,Use Leaf Stone,Exeggutor,,,,,,,,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.
104,I,Cubone,Karakara,ground,,Lonely Pokémon,50.2,49.8,0.4,6.5,190,5120,50,50,95,40,50,35,Rock Head,Lightning Rod,,Battle Armor,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Cubone,Level,Marowak,,,,,,,,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head."
105,I,Marowak,Garagara,ground,fire,Bone Keeper Pokémon,50.2,49.8,1,45,75,5120,60,80,110,50,80,45,Rock Head,Lightning Rod,,Battle Armor,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Cubone,Level,Marowak,,,,,,,,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon."
106,I,Hitmonlee,Sawamular,fighting,,Kicking Pokémon,100,0,1.5,49.8,45,6400,50,120,53,35,110,87,Limber,Reckless,,Unburden,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Tyrogue,Attack > Defence at Level 20,Hitmonlee,,,,,,,,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.
107,I,Hitmonchan,Ebiwalar,fighting,,Punching Pokémon,100,0,1.4,50.2,45,6400,50,105,79,35,110,76,Keen Eye,Iron Fist,,Inner Focus,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Tyrogue,Attack < Defence at Level 20,Hitmonchan,,,,,,,,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
108,I,Lickitung,Beroringa,normal,,Licking Pokémon,50.2,49.8,1.2,65.5,45,5120,90,55,75,60,75,30,Own Tempo,Oblivious,,Cloud Nine,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Lickitung,Level up while knowing  Rollout,Lickilicky,,,,,,,,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either."
109,I,Koffing,Dogars,poison,,Poison Gas Pokémon,50.2,49.8,0.6,1,190,5120,40,65,95,60,45,35,Levitate,Neutralizing Gas,,Stench,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Koffing,Level,Weezing,,,,,,,,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash."
110,I,Weezing,Matadogas,poison,poison,Poison Gas Pokémon,50.2,49.8,1.2,9.5,60,5120,65,90,120,85,70,60,Levitate,Neutralizing Gas,,Stench,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0,0,0,Koffing,Level,Weezing,,,,,,,,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.
111,I,Rhyhorn,Sihorn,ground,rock,Spikes Pokémon,50.2,49.8,1,115,120,5120,80,85,95,30,30,25,Lightning Rod,Rock Head,,Reckless,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Rhyhorn,Level ,Rhydon,Trade with  Protector,Rhyperior,,,,,,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles."
112,I,Rhydon,Sidon,ground,rock,Drill Pokémon,50.2,49.8,1.9,120,60,5120,105,130,120,45,45,40,Lightning Rod,Rock Head,,Reckless,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1,0,0,0,Rhyhorn,Level ,Rhydon,Trade with  Protector,Rhyperior,,,,,,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
113,I,Chansey,Lucky,normal,,Egg Pokémon,0,100,1.1,34.6,30,10240,250,5,5,35,105,50,Natural Cure,Serene Grace,,Healer,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Happiny,Level up during day while holding Oval Stone,Chansey,Level Up with Happiness Value at 220,Blissey,,,,,,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.
114,I,Tangela,Monjara,grass,,Vine Pokémon,50.2,49.8,1,35,45,5120,65,55,115,100,40,60,Chlorophyll,Leaf Guard,,Regenerator,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Tangela,Level up while knowing  Ancient Power,Tangrowth,,,,,,,,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery."
115,I,Kangaskhan,Garura,normal,,Parent Pokémon,0,100,2.2,80,45,5120,105,95,80,40,80,90,Early Bird,Scrappy,,Inner Focus,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Kangaskhan,,,,,,,,Mega Kangaskhan,,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs."
116,I,Horsea,Tattu,water,,Dragon Pokémon,50.2,49.8,0.4,8,225,5120,30,40,70,70,25,60,Swift Swim,Sniper,,Damp,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Horsea,Level ,Seadra,Trade with  Dragon Scale,Kingdra,,,,,,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes."
117,I,Seadra,Seadra,water,,Dragon Pokémon,50.2,49.8,1.2,25,75,5120,55,65,95,95,45,85,Poison Point,Sniper,,Damp,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Horsea,Level ,Seadra,Trade with  Dragon Scale,Kingdra,,,,,,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison."
118,I,Goldeen,Tosakinto,water,,Goldfish Pokémon,50.2,49.8,0.6,15,225,5120,45,67,60,35,50,63,Swift Swim,Water Veil,,Lightning Rod,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Goldeen,Level ,Seaking,,,,,,,,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer."
119,I,Seaking,Azumao,water,,Goldfish Pokémon,50.2,49.8,1.3,39,60,5120,80,92,65,65,80,68,Swift Swim,Water Veil,,Lightning Rod,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Goldeen,Level ,Seaking,,,,,,,,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
120,I,Staryu,Hitodeman,water,,Starshape Pokémon,,,0.8,34.5,225,5120,30,45,55,70,55,85,Illuminate,Natural Cure,,Analytic,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Staryu,Use Water Stone,Starmie,,,,,,,,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm."
121,I,Starmie,Starmie,water,psychic,Mysterious Pokémon,,,1.1,80,60,5120,60,75,85,100,85,115,Illuminate,Natural Cure,,Analytic,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,0,0,0,Staryu,Use Water Stone,Starmie,,,,,,,,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.
122,I,Mr. Mime,Barrierd,psychic,fairy,Barrier Pokémon,50.2,49.8,1.3,54.5,45,6400,40,45,65,100,120,90,Soundproof,Filter,,Technician,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Mimejr.,Level up while knowing  Mimic,Mr.mime,,,,,,,,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.
123,I,Scyther,Strike,bug,flying,Mantis Pokémon,50.2,49.8,1.5,56,45,6400,70,110,80,55,80,105,Swarm,Technician,,Steadfast,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Scyther,Trade with  Metal Coat,Scizor,,,,,,,,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree."
124,I,Jynx,Rougela,ice,psychic,Humanshape Pokémon,0,100,1.4,40.6,45,6400,65,50,35,115,95,95,Oblivious,Forewarn,,Dry Skin,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,0,0,0,Smoochum,Level ,Jynx,,,,,,,,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice."
125,I,Electabuzz,Eleboo,electric,,Electric Pokémon,75.49,24.51,1.1,30,45,6400,65,83,57,95,85,105,Static,,,Vital Spirit,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Elekid,Level ,Electabuzz,Trade with  Electirizer,Electivire,,,,,,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
126,I,Magmar,Boober,fire,,Spitfire Pokémon,75.49,24.51,1.3,44.5,45,6400,65,95,57,100,85,93,Flame Body,,,Vital Spirit,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Magby,Level ,Magmar,Trade with  Magmarizer,Magmortar,,,,,,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
127,I,Pinsir,Kailios,bug,,Stagbeetle Pokémon,50.2,49.8,1.5,55,45,6400,65,125,100,55,70,85,Hyper Cutter,Mold Breaker,,Moxie,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Pinsir,,,,,,,,Mega Pinsir,,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
128,I,Tauros,Kentauros,normal,,Wild Bull Pokémon,100,0,1.4,88.4,45,5120,75,100,95,40,70,110,Intimidate,Anger Point,,Sheer Force,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Tauros,,,,,,,,,,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
129,I,Magikarp,Koiking,water,,Fish Pokémon,50.2,49.8,0.9,10,255,1280,20,10,55,15,20,80,Swift Swim,,,Rattled,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Magikarp,Level ,Gyarados,,,,,,,,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
130,I,Gyarados,Gyarados,water,flying,Atrocious Pokémon,50.2,49.8,6.5,235,45,1280,95,125,79,60,100,81,Intimidate,,,Moxie,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Magikarp,Level ,Gyarados,,,,,,Mega Gyarados,,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.
131,I,Lapras,Laplace,water,ice,Transport Pokémon,50.2,49.8,2.5,220,45,10240,130,85,80,85,95,60,Water Absorb,Shell Armor,,Hydration,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0,0,0,Lapras,,,,,,,Gigantamax Lapras,,,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it."
132,I,Ditto,Metamon,normal,,Transform Pokémon,,,0.3,4,35,5120,48,48,48,48,48,48,Limber,,,Imposter,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Ditto,,,,,,,,,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
133,I,Eevee,Eievui,normal,,Evolution Pokémon,88.14,11.86,0.3,6.5,45,8960,55,55,50,45,65,55,Run Away,Adaptability,,Anticipation,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Eevee,,,,,,,Gigantamax Eevee,,,It has the ability to alter the composition of its body to suit its surrounding environment.
134,I,Vaporeon,Showers,water,,Bubble Jet Pokémon,88.14,11.86,1,29,45,8960,130,65,60,110,95,65,Water Absorb,,,Hydration,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Eevee,,,,,,,,,,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours."
